track_id,title,artists,explicit,track_popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artist_id,total_followers,genres,artist_popularity
1WtTLtofvcjQM3sXSMkDdX,How Low,Ludacris,True,60,0.00248,0.785,201587,0.498,1.23e-06,1,0.224,-6.977,1,0.0533,143.96,4,0.418,3ipn9JLAPI5GUEo4y4jcoi,3145717,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",79
1AKUw7GST1IeHAK5rtcbXK,Do You Remember (Karaoke),DJ Cover This,False,0,0.106,0.816,211840,0.653,0.0865,11,0.0564,-4.637,1,0.0358,125.919,4,0.893,,,,
7Hqig8kp32q2Ire3ECQvWM,Paparazzi,Lady Gaga,False,71,0.112,0.762,208307,0.692,0,5,0.094,-3.973,0,0.0437,114.903,4,0.397,1HY2Jd0NmPuamShAr6KMms,32915877,"['art pop', 'dance pop', 'pop']",92
5UsLjwBaTHBX4ektWIr4XX,Forever,Drake,True,73,0.249,0.457,357707,0.906,0,5,0.182,-2.278,0,0.342,104.02,5,0.54,3TVXtAsR1Inumwj472S9r4,93607109,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",96
5UsLjwBaTHBX4ektWIr4XX,Forever,Kanye West,True,73,0.249,0.457,357707,0.906,0,5,0.182,-2.278,0,0.342,104.02,5,0.54,5K4W6rqBFWDnAN6FQUkS6x,28083888,"['chicago rap', 'hip hop', 'rap']",93
5UsLjwBaTHBX4ektWIr4XX,Forever,Lil Wayne,True,73,0.249,0.457,357707,0.906,0,5,0.182,-2.278,0,0.342,104.02,5,0.54,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",88
5UsLjwBaTHBX4ektWIr4XX,Forever,Eminem,True,73,0.249,0.457,357707,0.906,0,5,0.182,-2.278,0,0.342,104.02,5,0.54,7dGJo4pcD2V6oG8kP0tJRR,93458924,"['detroit hip hop', 'hip hop', 'rap']",93
1FKxKGONukVFXWVJxAKmlz,Sweet Dreams,Beyoncé,False,62,0.0895,0.694,208067,0.825,1.86e-05,1,0.0618,-5.986,1,0.111,121.949,4,0.788,6vWDO969PvNqNYHIOW5v0m,39033477,"['pop', 'r&b']",87
4fq2YUONcgrCJ2SPndSeKC,Already Gone,Kelly Clarkson,False,52,0.217,0.209,281560,0.872,0,9,0.0768,-2.996,1,0.0757,78.139,4,0.294,3BmGtnKgCSGYIUhmivXKWX,10644785,"['dance pop', 'pop', 'talent show']",78
5Q0Nhxo0l2bP3pNjpGJwV1,Party In The U.S.A.,Miley Cyrus,False,74,0.00112,0.652,202067,0.698,0.000115,10,0.0886,-4.667,0,0.042,96.021,4,0.47,5YGY8feqx7naU7z4HrwZM6,25089604,['pop'],84
2H1047e0oMSj10dgp7p2VG,I Gotta Feeling,Black Eyed Peas,False,73,0.0873,0.744,289133,0.766,0,0,0.509,-6.375,1,0.0265,127.966,4,0.61,1yxSLGMDHlW21z4YXirZDS,8555740,"['dance pop', 'pop', 'pop rap']",81
11EX5yhxr9Ihl3IN1asrfK,Need You Now,Lady A,False,69,0.0906,0.588,277573,0.622,0.000633,4,0.2,-5.535,1,0.0303,107.942,4,0.229,32WkQRZEVKSzVAAYqukAEA,3699665,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",68
3GCL1PydwsLodcpv0Ll1ch,You Belong With Me,Taylor Swift,False,63,0.162,0.687,231133,0.783,1.35e-05,6,0.114,-4.44,1,0.0386,129.964,4,0.443,06HL4z0CvFAxyc27GXpf02,126569203,['pop'],100
1BD04WiLNSzIad8K5dh5xc,Two Is Better Than One (Karaoke),DJ Cover This,False,0,0.592,0.614,243760,0.596,0.889,0,0.14,-7.904,1,0.0292,128.025,4,0.194,,,,
2oAe7YmsHv0LkL6l4Y0awo,I Can Transform Ya (Karaoke / Instrumental),DJ Cover This,False,0,0.503,0.719,241827,0.975,0.115,5,0.0731,-3.721,1,0.14,168.04,4,0.929,,,,
5VGlqQANWDKJFl0MBG3sg2,Use Somebody,Kings of Leon,False,76,0.00552,0.276,230760,0.715,0.000417,0,0.201,-5.356,1,0.0432,137.028,4,0.173,2qk9voo8llSGYcZ6xrBzKx,5513624,"['modern rock', 'rock']",77
4gaz3uvhKgO078XcdzyPsl,Money To Blow - Street Version,Birdman,True,52,0.00934,0.709,258587,0.579,0,6,0.353,-8.686,1,0.063,133.028,4,0.697,,,,
4gaz3uvhKgO078XcdzyPsl,Money To Blow - Street Version,Lil Wayne,True,52,0.00934,0.709,258587,0.579,0,6,0.353,-8.686,1,0.063,133.028,4,0.697,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",88
4gaz3uvhKgO078XcdzyPsl,Money To Blow - Street Version,Drake,True,52,0.00934,0.709,258587,0.579,0,6,0.353,-8.686,1,0.063,133.028,4,0.697,3TVXtAsR1Inumwj472S9r4,93607109,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",96
1yK9LISg5uBOOW5bT2Wm0i,Try Sleeping with a Broken Heart,Alicia Keys,False,58,0.158,0.496,249013,0.821,0.246,5,0.13,-5.155,1,0.112,110.977,5,0.549,3DiDSECUqqY1AuBP8qtaIa,12239280,"['neo soul', 'pop', 'r&b']",81
360ZhWvMnyXKYFG9Mqsm89,Evacuate The Dancefloor - Radio Edit,Cascada,False,63,0.0195,0.76,205884,0.696,0,0,0.278,-5.811,1,0.0491,127.029,4,0.903,0N0d3kjwdY2h7UVuTdJGfp,555263,"['eurodance', 'europop', 'german techno', 'melbourne bounce international']",69
0FXfAepEmqVCMnvOpb8Hoj,Hell Breaks Loose,Eminem,True,45,0.129,0.57,244160,0.883,0,10,0.0949,-3.099,0,0.219,78.887,4,0.911,7dGJo4pcD2V6oG8kP0tJRR,93458924,"['detroit hip hop', 'hip hop', 'rap']",93
0FXfAepEmqVCMnvOpb8Hoj,Hell Breaks Loose,Dr. Dre,True,45,0.129,0.57,244160,0.883,0,10,0.0949,-3.099,0,0.219,78.887,4,0.911,6DPYiyq5kWVQS4RGwxzPC7,12877225,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",82
2nqio0SfWg6gh2eCtfuMa5,Fifteen (Taylor’s Version),Taylor Swift,False,64,0.116,0.559,294419,0.646,0,7,0.32,-4.61,1,0.0272,95.466,4,0.289,06HL4z0CvFAxyc27GXpf02,126569203,['pop'],100
7ElAzOTRJi8GWmfxM5dxF8,Tie Me Down (Karaoke / Instrumental),DJ Cover This,False,0,0.0134,0.356,178040,0.476,0.554,0,0.312,-10.548,0,0.0447,98.249,4,0.301,,,,
4HlFJV71xXKIGcU3kRyttv,"Hey, Soul Sister",Train,False,83,0.185,0.673,216773,0.886,0,1,0.0826,-4.44,0,0.0431,97.012,4,0.795,3FUY2gzHeIiaesXtOAdB7A,4355815,"['dance pop', 'neo mellow', 'pop', 'pop rock']",76
1HfxPaJggVwFsvOtHbVzMz,Live Like We're Dying,Kris Allen,False,47,0.0273,0.589,212507,0.893,0,0,0.343,-2.948,1,0.0397,92.011,4,0.94,2zwHaEmXxX6DTv4i8ajNCM,161612,"['acoustic pop', 'idol', 'neo mellow']",41
31BlBUiXoHo8aGECuQd67C,Say Aah (Karaoke / Instrumental),DJ Cover This,False,0,0.0928,0.833,207360,0.895,0.966,11,0.0442,-8.648,0,0.101,93.007,4,0.807,,,,
7pePu7sQSDwgdncAQQRisJ,Gangsta Luv (Karaoke / Instrumental),DJ Cover This,False,0,0.00613,0.776,255653,0.76,0.865,9,0.033,-7.64,0,0.0503,101.976,4,0.642,,,,
2tQkNsEzGGX2dIhUZ0rTRt,Baby By Me (Featuring Ne-Yo) - Digital Dog Club Remix,50 Cent,True,6,0.00682,0.758,359600,0.824,0.28,0,0.106,-6.147,0,0.0427,124.998,4,0.696,3q7HBObVc0L8jNeTe5Gofh,16117039,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",85
2tQkNsEzGGX2dIhUZ0rTRt,Baby By Me (Featuring Ne-Yo) - Digital Dog Club Remix,Ne-Yo,True,6,0.00682,0.758,359600,0.824,0.28,0,0.106,-6.147,0,0.0427,124.998,4,0.696,21E3waRsmPlU7jZsS13rcj,9306739,"['dance pop', 'pop', 'r&b', 'urban contemporary']",83
7LR85XLWw2yXqKBSI5brbG,Run This Town,JAY-Z,True,76,0.281,0.632,267520,0.924,0,1,0.263,-1.802,1,0.29,86.844,4,0.441,3nFkdlSjzX9mRTtwJOzDYB,9579702,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",85
7LR85XLWw2yXqKBSI5brbG,Run This Town,Rihanna,True,76,0.281,0.632,267520,0.924,0,1,0.263,-1.802,1,0.29,86.844,4,0.441,5pKCCKE2ajJHZ9KAiaK11H,63846394,"['barbadian pop', 'pop', 'urban contemporary']",92
7LR85XLWw2yXqKBSI5brbG,Run This Town,Kanye West,True,76,0.281,0.632,267520,0.924,0,1,0.263,-1.802,1,0.29,86.844,4,0.441,5K4W6rqBFWDnAN6FQUkS6x,28083888,"['chicago rap', 'hip hop', 'rap']",93
7xndZmzSKySEIijK7ooZlc,Telephone (As Made Famous By Lady Gaga Featuring Beyonce),The Karaoke Crew,False,0,0.0027,0.798,238756,0.644,0.0645,5,0.08,-12.334,0,0.0469,122.052,4,0.47,,,,
6OqdF0vHI9xkqswI7EK0cD,Cowboy Casanova,Carrie Underwood,False,59,0.0328,0.597,236787,0.82,0,5,0.119,-2.529,1,0.0582,119.969,4,0.576,4xFUf1FHVy696Q1JQZMTRj,6015924,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",72
0tCpHHqB9TepAwpFAxj6ZO,Give It Up to Me (Karaoke / Instrumental),DJ Cover This,False,0,0.000225,0.794,182067,0.739,0.843,1,0.0383,-8.385,1,0.0486,116.001,4,0.511,,,,
0M45YYpFECO0xvXlKgQ7sE,According To You,Orianthi,False,44,0.0227,0.612,200253,0.917,5.45e-06,5,0.105,-2.549,1,0.0542,131.011,4,0.54,0yNy8fi1yBBq526E6mx4Zs,90290,['candy pop'],42
1Ug1mV9h5qVSs4rvvnQWux,I Invented Sex (feat. Drake),Trey Songz,False,51,0.0678,0.69,247933,0.76,0,0,0.184,-4.778,1,0.0587,89.958,4,0.468,2iojnBLj0qIMiKPvVhLnsH,7513749,"['dance pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",71
1Ug1mV9h5qVSs4rvvnQWux,I Invented Sex (feat. Drake),Drake,False,51,0.0678,0.69,247933,0.76,0,0,0.184,-4.778,1,0.0587,89.958,4,0.468,3TVXtAsR1Inumwj472S9r4,93607109,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",96
7A5CReD6yWe0rrkJym34QI,Do I,Luke Bryan,False,60,0.257,0.58,239413,0.691,0,9,0.11,-5.33,1,0.0328,137.96,4,0.303,0BvkDsjIUla7X0k6CSWh1I,8938435,"['contemporary country', 'country', 'country road', 'modern country rock']",77
1le5KVGTF1xWf2aUj7ruLy,Fallin' For You,Colbie Caillat,False,56,0.156,0.644,215547,0.834,0,4,0.112,-6.473,1,0.0275,117.043,4,0.593,6aZyMrc4doVtZyKNilOmwu,2524931,"['dance pop', 'neo mellow', 'pop']",68
3aPu8Pt9F18y7O7AbzsC02,Consider Me Gone,Reba McEntire,False,54,0.0895,0.58,220107,0.726,0,8,0.0786,-4.343,1,0.0291,97.04,4,0.507,02rd0anEWfMtF7iMku9uor,2115111,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'country road']",62
0CkSF2TAqIu8TJaVwwAOnT,If You Only Knew,Shinedown,False,54,0.000347,0.449,226640,0.956,0,9,0.325,-4.011,0,0.0398,97.011,4,0.321,70BYFdaZbEKbeauJ670ysI,4218434,"['alternative metal', 'nu metal', 'post-grunge']",72
6eDApnV9Jdb1nYahOlbbUh,One Time,Justin Bieber,False,71,0.0631,0.691,215867,0.853,6.7e-05,1,0.082,-2.528,0,0.0372,145.999,4,0.762,1uNFoZAHBGtllmzznpCI3s,78890497,"['canadian pop', 'pop']",92
1DGuA96lAK9NEAmJwS6DH9,The Truth,Jason Aldean,False,64,0.234,0.496,238413,0.577,2.4e-06,9,0.109,-5.305,1,0.0257,143.01,4,0.382,3FfvYsEGaIb52QPXhg4DcH,6633919,"['contemporary country', 'country', 'country road', 'modern country rock']",74
6qU37BgVfPhpb2rhYzZWrF,It Kills Me,Melanie Fiona,False,53,0.228,0.618,250413,0.764,0,8,0.0972,-4.375,1,0.0411,107.452,4,0.479,,,,
3wUw2C8bngb3UBDNlcY0JI,Southern Voice,Tim McGraw,False,34,0.0446,0.63,242427,0.877,0,9,0.113,-4.106,1,0.0321,112.051,4,0.758,6roFdX1y5BYSbp60OTJWMd,4697818,"['contemporary country', 'country', 'country road']",73
4LvH604nVCMVGlNbjx3Gnk,Spotlight (feat. Usher),Gucci Mane,True,30,0.0774,0.781,233747,0.784,0,10,0.365,-5.047,0,0.13,125.029,4,0.738,13y7CgLHjMVRMDqxdx0Xdo,5710395,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",78
4LvH604nVCMVGlNbjx3Gnk,Spotlight (feat. Usher),USHER,True,30,0.0774,0.781,233747,0.784,0,10,0.365,-5.047,0,0.13,125.029,4,0.738,23zg3TcAtWQy7J6upgbUnj,12429980,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",83
08NPIspzvBNj88lHalgA4V,White Liar,Miranda Lambert,False,53,0.0499,0.35,287760,0.777,0.000738,10,0.413,-4.33,1,0.0336,185.046,4,0.42,66lH4jAE7pqPlOlzUKbwA0,3624082,"['contemporary country', 'country', 'country dawn', 'country road']",69
3rMsX63C0IZVnOT5LGYoTH,Russian Roulette,Rihanna,True,66,0.0469,0.48,227533,0.486,0,6,0.107,-5.754,0,0.0447,80.051,4,0.265,5pKCCKE2ajJHZ9KAiaK11H,63846394,"['barbadian pop', 'pop', 'urban contemporary']",92
4ZC8hXXqu2hPcDLw9QTdtQ,Smile,Uncle Kracker,False,60,0.203,0.541,201627,0.812,0,4,0.42,-3.764,1,0.0336,141.056,4,0.607,2DnqqkzzDKm3vAoyHtn8So,735653,"['country', 'pop rock', 'post-grunge']",62
5sra5UY6sD658OabHL3QtI,Empire State of Mind (Part II) Broken Down,Alicia Keys,False,68,0.74,0.484,216480,0.368,3.82e-05,6,0.118,-7.784,1,0.0341,92.923,4,0.142,3DiDSECUqqY1AuBP8qtaIa,12239280,"['neo soul', 'pop', 'r&b']",81
4VqPOruhp5EdPBeR92t6lQ,Uprising,Muse,False,75,0.000202,0.602,304840,0.905,0.064,2,0.117,-4.046,1,0.0775,128.019,4,0.411,12Chz98pHFMPJEknJQMWvI,8025284,"['alternative rock', 'modern rock', 'permanent wave', 'rock']",77
0V6Na986SNXm1CpreVF56E,I Wanna Make You Close Your Eyes,Dierks Bentley,False,37,0.104,0.599,239119,0.61,4.83e-05,1,0.115,-5.745,1,0.0232,95.979,4,0.359,7x8nK0m0cP2ksQf0mjWdPS,3157340,"['contemporary country', 'country', 'country road']",68
70NGpcNvhI2hqonWNAETIu,Life After You,Daughtry,False,46,0.0597,0.396,207213,0.796,0,5,0.407,-3.253,1,0.0357,154.037,3,0.362,5P5FTygHyx2G57oszR3Wot,2237782,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",67
2DHc2e5bBn4UzY0ENVFrUl,Carry Out (Featuring Justin Timberlake),Timbaland,False,67,0.114,0.531,232467,0.574,0.0308,10,0.256,-6.693,0,0.113,115.68,5,0.272,5Y5TRrQiqgUO4S36tzjIRZ,3026390,"['dance pop', 'pop', 'pop rap']",80
2DHc2e5bBn4UzY0ENVFrUl,Carry Out (Featuring Justin Timberlake),Justin Timberlake,False,67,0.114,0.531,232467,0.574,0.0308,10,0.256,-6.693,0,0.113,115.68,5,0.272,31TPClRtHm23RisEBtV3X7,14745023,"['dance pop', 'pop']",83
69ghzc538EQSVon2Gm3wrr,One Less Lonely Girl,Justin Bieber,False,68,0.159,0.555,229107,0.75,0,4,0.274,-4.424,1,0.204,86.84,4,0.726,1uNFoZAHBGtllmzznpCI3s,78890497,"['canadian pop', 'pop']",92
77fP7UixHMYEIFT8NS92Ul,Papers,USHER,False,45,0.0339,0.802,261413,0.556,0,1,0.0958,-5.395,1,0.0418,120.047,4,0.158,23zg3TcAtWQy7J6upgbUnj,12429980,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",83
7aySoZnwt7c6lA54qVVUOk,Never Gonna Be Alone,Nickelback,False,60,0.00155,0.544,227027,0.802,7.34e-05,4,0.122,-4.152,1,0.0282,130.022,4,0.59,6deZN1bslXzeGvOLaLMOIF,7186947,"['alternative metal', 'canadian rock', 'post-grunge']",80
66EhdSD4MPXk5ZXljDJWI6,Red Light,David Nail,False,44,0.0917,0.387,246333,0.804,1.98e-05,9,0.171,-2.601,1,0.0372,163.853,3,0.428,4DZGvSv2oMkBUnPz67E6z6,387834,"['contemporary country', 'country road', 'modern country rock']",50
2p07VcUwRZ5sru3mJ0JogS,Why Don't We Just Dance,Josh Turner,False,67,0.42,0.677,192800,0.776,0.000689,5,0.0954,-5.933,1,0.0386,121.832,4,0.642,7vCtweS8UVAXTyau2j0rDT,2639358,"['contemporary country', 'country', 'country road']",67
1iNEjh4Lb3zLvUc7MRiZsG,Here I Am,Mary J. Blige,False,43,0.85,0.425,173160,0.366,0,4,0.0798,-9.068,1,0.0448,119.48,3,0.346,1XkoF8ryArs86LZvFOkbyr,4005504,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",73
1J4HTEFSDx9DWyJVH5uv1b,History In The Making,Darius Rucker,False,40,0.0373,0.475,209480,0.718,0,0,0.326,-5.638,1,0.034,157.722,4,0.453,7FY5V3XMwlNBPitEjXowHQ,2633065,"['black americana', 'contemporary country', 'country', 'country road']",67
26rUU3JZ9JB9OkEuG9mb3e,Elevator,Eminem,True,47,0.323,0.796,292933,0.793,0,7,0.332,-3.911,1,0.318,90.51,4,0.556,7dGJo4pcD2V6oG8kP0tJRR,93458924,"['detroit hip hop', 'hip hop', 'rap']",93
3SK0wdiECK6UltzbYm2rkd,Crawl,Chris Brown,False,48,0.0416,0.41,236253,0.743,0,5,0.113,-6.356,0,0.0591,176.048,4,0.417,7bXgB6jMjp9ATFy66eO08Z,24146994,"['r&b', 'rap']",89
3SK0wdiECK6UltzbYm2rkd,Crawl,Chris Brown,False,48,0.0416,0.41,236253,0.743,0,5,0.113,-6.356,0,0.0591,176.048,4,0.417,03NN8FAKofZU6phsfHLKPw,41337,[],67
6r9uMZ7NBaMO1ovylcJZI4,Shut It Down (feat. Akon),Pitbull,True,41,0.0059,0.754,226093,0.693,1.59e-06,9,0.0515,-6.483,0,0.0844,128.062,4,0.411,0TnOYISbd1XYRBk9myaseg,10994819,"['dance pop', 'miami hip hop', 'pop']",86
6r9uMZ7NBaMO1ovylcJZI4,Shut It Down (feat. Akon),Akon,True,41,0.0059,0.754,226093,0.693,1.59e-06,9,0.0515,-6.483,0,0.0844,128.062,4,0.411,0z4gvV4rjIZ9wHck67ucSV,5119693,['dance pop'],84
5BoIP8Eha5hwmRVURkC2Us,In My Head,Jason Derulo,False,60,0.027,0.762,198960,0.733,0,0,0.498,-4.175,0,0.0326,110.001,4,0.849,07YZf4WDAMNwqr4jfgOZ8y,12278094,"['dance pop', 'pop']",79
4fIWvT19w9PR0VVBuPYpWA,Haven't Met You Yet,Michael Bublé,False,68,0.152,0.615,244587,0.733,0,8,0.109,-4.808,1,0.0335,122.58,4,0.796,1GxkXlMwML1oSg5eLPiAz3,6472269,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",83
2rDwdvBma1O1eLzo29p2cr,Whataya Want from Me,Adam Lambert,False,59,0.00706,0.44,227320,0.683,0,11,0.0593,-4.732,0,0.0489,185.948,4,0.445,6prmLEyn4LfHlD9NnXWlf7,1628218,"['dance pop', 'idol', 'pop', 'post-teen pop']",61
0XjXQDJpajDzCdpazp1562,Eight Second Ride,Jake Owen,False,50,0.104,0.645,187320,0.843,0,0,0.249,-4.072,1,0.0475,92.357,3,0.534,1n2pb9Tsfe4SwAjmUac6YT,1934316,"['contemporary country', 'country', 'country road']",65
7uPQU7uKvsZZ7T9XnpBpFg,Someday,Rob Thomas,False,48,0.0408,0.573,247800,0.905,0,10,0.113,-5.954,1,0.0343,135.943,4,0.683,3aBkeBhwadnWMWoVJ2CxJC,942163,"['neo mellow', 'pop rock', 'post-grunge']",62
3vNiHPIipR4a4bZKA288CD,I Wanna Rock,Snoop Dogg,True,39,0.168,0.521,235987,0.849,0,5,0.289,-3.238,1,0.318,122.852,5,0.431,7hJcb9fa4alzcOq3EaNPoG,13125683,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",85
4PyKicaf5RL5tlidl6ZMO5,Bonfire,Craig Morgan,False,42,0.119,0.426,179707,0.917,0,0,0.153,-2.968,1,0.103,175.716,4,0.506,6ktyNEnEukKzskQEiXgCFD,1047019,"['contemporary country', 'country', 'country road']",56
57dcHv2F0P1iTXwrAkxRR1,"Wasted (Originally Performed by Gucci Mane featuring OJ Da Juiceman, Plies) (Karaoke Version)",DJ Cover This,False,0,0.000102,0.828,253947,0.752,0.72,2,0.188,-9.332,1,0.149,155.021,4,0.6,,,,
5XRHGXut00SrJUFmcn2lQF,All The Right Moves,OneRepublic,False,64,0.258,0.529,238000,0.948,9.35e-06,0,0.283,-3.527,1,0.0474,146.024,4,0.65,5Pwc4xIPtQLFEnJriah9YJ,17650892,"['piano rock', 'pop']",84
6MmxDAqXSxFS9dLQs1l7DT,Sex Therapy,Robin Thicke,False,44,0.679,0.702,275147,0.53,0,3,0.241,-4.384,1,0.0296,112.036,4,0.319,0ZrpamOxcZybMHGg1AYtHP,1955806,"['dance pop', 'neo soul', 'pop rap', 'r&b', 'urban contemporary']",65
66cQXuWUSM6vcfRxAPVTtf,Body Language - featuring T-Pain,Jesse McCartney,False,48,0.0625,0.637,221773,0.701,0,0,0.175,-5.018,1,0.0412,161.476,4,0.466,2Hjj68yyUPiC0HKEOigcEp,1043187,"['dance pop', 'pop', 'post-teen pop']",60
66cQXuWUSM6vcfRxAPVTtf,Body Language - featuring T-Pain,T-Pain,False,48,0.0625,0.637,221773,0.701,0,0,0.175,-5.018,1,0.0412,161.476,4,0.466,3aQeKQSyrW4qWr35idm0cy,5115551,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",80
2yXyz4NLTZx9CLdXfLTp5E,I Will Not Bow,Breaking Benjamin,False,69,0.000165,0.533,216733,0.955,1.36e-05,8,0.38,-3.708,1,0.0653,107.984,4,0.55,,,,
4urxRqBRiaH0i20OKBsgxc,Break,Three Days Grace,False,67,0.000666,0.578,193107,0.897,0,0,0.0924,-3.906,1,0.0357,115.491,4,0.737,2xiIXseIJcq3nG7C8fHeBj,6430883,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rock']",78
0f62w1teOSaYgKObtzygaR,Bad Habits - uncut,Maxwell,False,46,0.0873,0.661,352280,0.67,2.01e-06,11,0.0794,-7.645,0,0.258,148.02,4,0.661,2AOt5htsbtyaHd5Eq3kl3j,1705500,"['contemporary r&b', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",60
50mX6QmpQX4cCsRYJ9fGM3,On Fire,Lil Wayne,True,32,0.00316,0.626,248240,0.866,0.000361,11,0.171,-4.065,0,0.0408,132.033,4,0.545,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",88
