index,artist_id,total_followers,genres,name,artist_popularity
31,4OBJLual30L7gRl5UkeRcT,4892446,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",T.I.,76
32,0TImkz4nPqjegtVSMZnMRq,4169209,"['atl hip hop', 'contemporary r&b', 'dance pop', 'girl group', 'hip pop', 'r&b', 'urban contemporary']",TLC,72
33,2QycgFiuMbf6EiyqH9jeyY,11902,[],Richie Allen,45
34,2iojnBLj0qIMiKPvVhLnsH,7513749,"['dance pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",Trey Songz,71
35,7hJcb9fa4alzcOq3EaNPoG,13125683,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",Snoop Dogg,85
36,3TVXtAsR1Inumwj472S9r4,93607109,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",Drake,96
37,3nFkdlSjzX9mRTtwJOzDYB,9579702,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",JAY-Z,85
38,1HY2Jd0NmPuamShAr6KMms,32915877,"['art pop', 'dance pop', 'pop']",Lady Gaga,92
39,4xFUf1FHVy696Q1JQZMTRj,6015924,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",Carrie Underwood,72
40,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",Lil Wayne,88
41,0yNy8fi1yBBq526E6mx4Zs,90290,['candy pop'],Orianthi,42
42,3TVXtAsR1Inumwj472S9r4,93607109,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",Drake,96
43,40ZNYROS4zLfyyBSs2PGe2,5556240,['classic oklahoma country'],Zach Bryan,90
44,6aZyMrc4doVtZyKNilOmwu,2524931,"['dance pop', 'neo mellow', 'pop']",Colbie Caillat,68
45,02rd0anEWfMtF7iMku9uor,2115111,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'country road']",Reba McEntire,62
46,70BYFdaZbEKbeauJ670ysI,4218434,"['alternative metal', 'nu metal', 'post-grunge']",Shinedown,72
47,1uNFoZAHBGtllmzznpCI3s,78890497,"['canadian pop', 'pop']",Justin Bieber,92
48,3FfvYsEGaIb52QPXhg4DcH,6633919,"['contemporary country', 'country', 'country road', 'modern country rock']",Jason Aldean,74
49,1E6ADXoD9nUhFEwKgwjEdh,139387,['gen z singer-songwriter'],PEGGY,57
50,6roFdX1y5BYSbp60OTJWMd,4697818,"['contemporary country', 'country', 'country road']",Tim McGraw,73
51,23zg3TcAtWQy7J6upgbUnj,12429980,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",USHER,83
52,66lH4jAE7pqPlOlzUKbwA0,3624082,"['contemporary country', 'country', 'country dawn', 'country road']",Miranda Lambert,69
53,5pKCCKE2ajJHZ9KAiaK11H,63846394,"['barbadian pop', 'pop', 'urban contemporary']",Rihanna,92
54,2DnqqkzzDKm3vAoyHtn8So,735653,"['country', 'pop rock', 'post-grunge']",Uncle Kracker,62
55,3DiDSECUqqY1AuBP8qtaIa,12239280,"['neo soul', 'pop', 'r&b']",Alicia Keys,81
56,12Chz98pHFMPJEknJQMWvI,8025284,"['alternative rock', 'modern rock', 'permanent wave', 'rock']",Muse,77
57,7x8nK0m0cP2ksQf0mjWdPS,3157340,"['contemporary country', 'country', 'country road']",Dierks Bentley,68
58,5P5FTygHyx2G57oszR3Wot,2237782,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",Daughtry,67
59,31TPClRtHm23RisEBtV3X7,14745023,"['dance pop', 'pop']",Justin Timberlake,83
60,1uNFoZAHBGtllmzznpCI3s,78890497,"['canadian pop', 'pop']",Justin Bieber,92
61,23zg3TcAtWQy7J6upgbUnj,12429980,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",USHER,83
62,6deZN1bslXzeGvOLaLMOIF,7186947,"['alternative metal', 'canadian rock', 'post-grunge']",Nickelback,80
63,4DZGvSv2oMkBUnPz67E6z6,387834,"['contemporary country', 'country road', 'modern country rock']",David Nail,50
64,7vCtweS8UVAXTyau2j0rDT,2639358,"['contemporary country', 'country', 'country road']",Josh Turner,67
65,1XkoF8ryArs86LZvFOkbyr,4005504,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",Mary J. Blige,73
66,7FY5V3XMwlNBPitEjXowHQ,2633065,"['black americana', 'contemporary country', 'country', 'country road']",Darius Rucker,67
67,7dGJo4pcD2V6oG8kP0tJRR,93458924,"['detroit hip hop', 'hip hop', 'rap']",Eminem,93
68,7bXgB6jMjp9ATFy66eO08Z,24146994,"['r&b', 'rap']",Chris Brown,89
69,0z4gvV4rjIZ9wHck67ucSV,5119693,['dance pop'],Akon,84
70,07YZf4WDAMNwqr4jfgOZ8y,12278094,"['dance pop', 'pop']",Jason Derulo,79
71,1GxkXlMwML1oSg5eLPiAz3,6472269,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",Michael Bublé,83
72,6prmLEyn4LfHlD9NnXWlf7,1628218,"['dance pop', 'idol', 'pop', 'post-teen pop']",Adam Lambert,61
73,40ZNYROS4zLfyyBSs2PGe2,5556240,['classic oklahoma country'],Zach Bryan,90
74,3aBkeBhwadnWMWoVJ2CxJC,942163,"['neo mellow', 'pop rock', 'post-grunge']",Rob Thomas,62
75,7hJcb9fa4alzcOq3EaNPoG,13125683,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",Snoop Dogg,85
76,6ktyNEnEukKzskQEiXgCFD,1047019,"['contemporary country', 'country', 'country road']",Craig Morgan,56
77,4MCBfE4596Uoi2O4DtmEMz,36322600,"['chicago rap', 'melodic rap', 'rap']",Juice WRLD,90
78,5Pwc4xIPtQLFEnJriah9YJ,17650892,"['piano rock', 'pop']",OneRepublic,84
79,0ZrpamOxcZybMHGg1AYtHP,1955806,"['dance pop', 'neo soul', 'pop rap', 'r&b', 'urban contemporary']",Robin Thicke,65
80,2Hjj68yyUPiC0HKEOigcEp,1043187,"['dance pop', 'pop', 'post-teen pop']",Jesse McCartney,60
81,30hVqCpEQ8gBRdNvgWMr20,126406,['roots americana'],Benjamin Tod,50
82,2xiIXseIJcq3nG7C8fHeBj,6430883,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rock']",Three Days Grace,78
83,2AOt5htsbtyaHd5Eq3kl3j,1705500,"['contemporary r&b', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",Maxwell,60
84,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",Lil Wayne,88
85,0hEurMDQu99nJRq8pTxO14,6085082,"['neo mellow', 'singer-songwriter']",John Mayer,79
86,718COspgdWOnwOFpJHRZHS,11744969,"['contemporary country', 'country']",Luke Combs,87
87,1By9QBFnjZAoI83BZppHlt,2629804,"['contemporary country', 'country', 'country road']",Billy Currington,66
88,2bA6fzP0lMAQ4kz6CF61w8,2632078,"['classic oklahoma country', 'contemporary country', 'country', 'country road']",Toby Keith,72
89,6fOMl44jA4Sp5b9PpYCkzz,10422329,"['hip hop', 'pop rap']",NF,80
90,1xU878Z1QtBldR7ru9owdU,1948854,"['alternative dance', 'indie rock', 'modern rock', 'new rave', 'rock independant francais', 'shimmer pop']",Phoenix,68
91,5PokPZn11xzZXyXSfnvIM3,2057040,"['neo mellow', 'pop rock', 'post-grunge']",Lifehouse,66
92,4BYxqVkZyFjtik7crYLg5Q,2817917,"['contemporary country', 'country', 'country road']",Chris Young,66
93,1yxSLGMDHlW21z4YXirZDS,8555740,"['dance pop', 'pop', 'pop rap']",Black Eyed Peas,81
94,23zg3TcAtWQy7J6upgbUnj,12429980,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",USHER,83
95,3jOstUTkEu2JkjvRdBA5Gu,3941104,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']",Weezer,76
96,0RqtSIYZmd4fiBKVFqyIqD,3614266,"['modern rock', 'post-grunge']",Thirty Seconds To Mars,70
97,3TVXtAsR1Inumwj472S9r4,93607109,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",Drake,96
98,0f5nVCcR06GX8Qikz0COtT,2995371,"['dance pop', 'hip pop', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",Omarion,63
99,4OBJLual30L7gRl5UkeRcT,4892446,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",T.I.,76
100,1HY2Jd0NmPuamShAr6KMms,32915877,"['art pop', 'dance pop', 'pop']",Lady Gaga,92
101,0C8ZW7ezQVs4URX5aX7Kqx,51225943,"['pop', 'post-teen pop']",Selena Gomez,83
102,13y7CgLHjMVRMDqxdx0Xdo,5710395,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Gucci Mane,78
103,1UTPBmNbXNTittyMJrNkvw,7298822,"['classic oklahoma country', 'contemporary country', 'country', 'country road']",Blake Shelton,74
104,07QEuhtrNmmZ0zEcqE9SF6,2430925,"['indietronica', 'pop']",Owl City,70
105,7ExZeMNpyKhYSokWo9riU5,18858,['otacore'],Pinkie Pie,51
106,23LCsWJ5XxgErIKrzBJNfS,4054,['music box'],Music Box Orchestra,58
107,3TVXtAsR1Inumwj472S9r4,93607109,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",Drake,96
108,2aYJ5LAta2ScCdfLhKgZOY,505828,"['neon pop punk', 'pop punk', 'post-teen pop']",Cobra Starship,60
109,0YtEZ0PyTeyY3bit3tlhPG,30,['rain'],The Rain Crew,41
110,0C8ZW7ezQVs4URX5aX7Kqx,51225943,"['pop', 'post-teen pop']",Selena Gomez,83
111,3sgFRtyBnxXD5ESfmbK4dl,4244080,"['dance pop', 'pop', 'pop rap']",LMFAO,68
112,32WkQRZEVKSzVAAYqukAEA,3699665,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",Lady A,68
113,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",Lil Wayne,88
114,4xFUf1FHVy696Q1JQZMTRj,6015924,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",Carrie Underwood,72
115,6LqNN22kT3074XbTVUrhzX,8311262,"['dance pop', 'pop']",Kesha,81
116,6LqNN22kT3074XbTVUrhzX,8311262,"['dance pop', 'pop']",Kesha,81
117,6LqNN22kT3074XbTVUrhzX,8311262,"['dance pop', 'pop']",Kesha,81
118,32WkQRZEVKSzVAAYqukAEA,3699665,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",Lady A,68
119,23zg3TcAtWQy7J6upgbUnj,12429980,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",USHER,83
120,070kGpqtESdDsLb3gdMIyx,959261,"['contemporary country', 'country', 'country road']",Easton Corbin,57
121,47zz7sob9NUcODy0BTDvKx,4310948,"['british soul', 'sophisti-pop']",Sade,77
122,32WkQRZEVKSzVAAYqukAEA,3699665,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",Lady A,68
123,3nFkdlSjzX9mRTtwJOzDYB,9579702,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",JAY-Z,85
124,67pQ8Yr09zDDzzwWw3EG9R,80291,['singer-songwriter'],Martha Wainwright,46
125,5YGY8feqx7naU7z4HrwZM6,25089604,['pop'],Miley Cyrus,84
126,0u2FHSq3ln94y5Q57xazwf,5189047,"['contemporary country', 'country', 'country road']",Keith Urban,70
127,40ZNYROS4zLfyyBSs2PGe2,5556240,['classic oklahoma country'],Zach Bryan,90
128,1w5Kfo2jwwIPruYS2UWh56,9172422,"['alternative metal', 'alternative rock', 'classic rock', 'grunge', 'hard rock', 'permanent wave', 'rock']",Pearl Jam,77
129,06HL4z0CvFAxyc27GXpf02,126569203,['pop'],Taylor Swift,100
130,1J1pGfTqp5ReVIX8Z1Wzsg,125380,[],BabyChiefDoit,68
131,6JINIoM2HUR5ZNTJwoR9eC,174158,"['alt z', 'nyc pop']",EZI,44
132,1BUKOA8zRAhTbh3xPE6gDm,2575,[],Wanya Morris,45
133,32WkQRZEVKSzVAAYqukAEA,3699665,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",Lady A,68
134,5pKCCKE2ajJHZ9KAiaK11H,63846394,"['barbadian pop', 'pop', 'urban contemporary']",Rihanna,92
135,77tT1kLj6mCWtFNqiOmP9H,2562207,"['album rock', 'classic rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']",Daryl Hall & John Oates,77
136,06HL4z0CvFAxyc27GXpf02,126569203,['pop'],Taylor Swift,100
137,0du5cEVh5yTK9QJze8zA0C,62633601,"['dance pop', 'pop']",Bruno Mars,96
138,0mXTJETA4XUa12MmmXxZJh,1636014,"['acoustic rock', 'grunge', 'permanent wave']",Eddie Vedder,63
139,4sbB4Yy6Qig51pKCIKSLw3,1474384,"['contemporary r&b', 'r&b', 'urban contemporary']",Jaheim,57
140,35GL8Cu2GKTcHzKGi75xl5,2001876,"['dance pop', 'r&b', 'urban contemporary']",Jennifer Hudson,61
141,6vgqbvuLEUcrg7SB1kRTYE,345789,"['country', 'country road']",Jason Michael Carroll,40
142,0bfX8pF8kuHNCs57Ms4jZb,261671,"['atl hip hop', 'dirty south rap', 'futuristic swag', 'southern hip hop', 'trap']",Roscoe Dash,62
143,7cTXfwpe9peK0UE1bZyIWZ,374079,"['cartoon', ""children's music"", 'dong-yo']",Pinkfong,70
144,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",Lil Wayne,88
145,2TI7qyDE0QfyOlnbtfDo7L,2030810,"['jam band', 'neo mellow', 'pop rock']",Dave Matthews Band,65
146,4OBJLual30L7gRl5UkeRcT,4892446,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",T.I.,76
147,1XkoF8ryArs86LZvFOkbyr,4005504,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",Mary J. Blige,73
148,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",Lil Wayne,88
149,4Rxn7Im3LGfyRkY2FlHhWi,10036227,"['dance pop', 'pop']",Nick Jonas,67
150,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",Lil Wayne,88
151,13y7CgLHjMVRMDqxdx0Xdo,5710395,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Gucci Mane,78
152,6UocZe4AprSYBvmn3J0oqY,129769,"['electronic rock', 'indietronica']",Shiny Toy Guns,43
153,06HL4z0CvFAxyc27GXpf02,126569203,['pop'],Taylor Swift,100
154,3bIZpSYfHzYPsXb37hlHhM,46442,"['kompa', 'kompa gouyad']",Kenny Haiti,47
155,4vl5qyueBkJkgwIGRDZGwJ,144,[],Solomiya Ivakhiv,12
156,010JjFqFcVyJmc2G56puZ2,509,[],General Larry Platt,6
157,5pKCCKE2ajJHZ9KAiaK11H,63846394,"['barbadian pop', 'pop', 'urban contemporary']",Rihanna,92
158,6Uh8uJyN9g7oFjDK16nJgb,845637,"['gangster rap', 'harlem hip hop', 'hip pop', 'nyc rap', 'pop rap', 'trap']",Juelz Santana,65
159,6nzxy2wXs6tLgzEtqOkEi2,2663250,"['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",Monica,65
160,4YLtscXsxbVgi031ovDDdh,7755671,"['contemporary country', 'outlaw country']",Chris Stapleton,83
161,6f4XkbvYlXMH0QgVRzW0sM,2722156,"['atl hip hop', 'dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Waka Flocka Flame,67
162,021hNAnkFIbyFyL97br6NB,910749,"['contemporary country', 'country', 'country dawn', 'country road']",Kellie Pickler,43
163,533HtQP5btWIZcKlHJtEWK,214252,['post-teen pop'],Christopher Wilde,52
164,10exVja0key0uqUkk6LJRT,3211197,"['folk-pop', 'modern rock']",Vance Joy,78
165,0QHgL1lAIqAw0HtD7YldmP,11751577,"['hip hop', 'miami hip hop', 'pop rap', 'rap']",DJ Khaled,77
166,23zg3TcAtWQy7J6upgbUnj,12429980,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",USHER,83
167,533HtQP5btWIZcKlHJtEWK,214252,['post-teen pop'],Christopher Wilde,52
168,533HtQP5btWIZcKlHJtEWK,214252,['post-teen pop'],Christopher Wilde,52
169,38wxcfNEqMwuPniHvplin5,506817,['dark r&b'],Neoni,70
170,3nFkdlSjzX9mRTtwJOzDYB,9579702,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",JAY-Z,85
171,0hCNtLu0JehylgoiP8L4Gh,32796950,"['hip pop', 'pop', 'queens hip hop', 'rap']",Nicki Minaj,87
172,0hCNtLu0JehylgoiP8L4Gh,32796950,"['hip pop', 'pop', 'queens hip hop', 'rap']",Nicki Minaj,87
173,3ipn9JLAPI5GUEo4y4jcoi,3145717,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Ludacris,79
174,2zwHaEmXxX6DTv4i8ajNCM,161612,"['acoustic pop', 'idol', 'neo mellow']",Kris Allen,41
175,2iojnBLj0qIMiKPvVhLnsH,7513749,"['dance pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",Trey Songz,71
176,5eyMzR1hYiEZtN2c9ly2kw,720241,['reggae fusion'],Matisyahu,57
177,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",Lil Wayne,88
178,4aJTB79uwT4sP0Nb8QGWHc,798388,"['arkansas country', 'contemporary country', 'country', 'country road']",Joe Nichols,59
179,30e8DmahrEamvLbFRPdWmk,1875699,"['arkansas country', 'contemporary country', 'country', 'country road']",Justin Moore,64
180,3TVXtAsR1Inumwj472S9r4,93607109,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",Drake,96
181,23zg3TcAtWQy7J6upgbUnj,12429980,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",USHER,83
182,23zg3TcAtWQy7J6upgbUnj,12429980,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",USHER,83
183,0p4nmQO2msCgU4IF37Wi3j,11389028,"['canadian pop', 'candy pop', 'dance pop', 'pop']",Avril Lavigne,78
184,3grHWM9bx2E9vwJCdlRv9O,4586849,"['contemporary country', 'country', 'country road']",Kenny Chesney,71
185,6gZq1Q6bdOxsUPUG1TaFbF,3372957,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",Godsmack,69
186,3aQeKQSyrW4qWr35idm0cy,5115551,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",T-Pain,80
187,5Yu3b48Y29bZlI1cLPOZJz,433062,"['ccm', 'christian alternative rock', 'christian music', 'idol']",Danny Gokey,61
188,3K2zB87GZv1krx031en5VA,658028,"['alternative dance', 'electropop', 'indietronica', 'neo-synthpop']",La Roux,65
189,4BYxqVkZyFjtik7crYLg5Q,2817917,"['contemporary country', 'country', 'country road']",Chris Young,66
190,6P7H3ai06vU1sGvdpBwDmE,2324757,"['album rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",Steely Dan,69
191,2IvkS5MXK0vPGnwyJsrEyV,3940775,"['contemporary country', 'country', 'country road']",Eric Church,73
192,6pn4aZJnNY7FO5BHnRzDRJ,25,[],Overdraver,17
193,1S9WGrK7SZfXXQtHBYzDle,162040,['indie pop rap'],Sammy Adams,48
194,20s0P9QLxGqKuCsGwFsp7w,3584753,"['dance pop', 'r&b', 'southern hip hop', 'urban contemporary']",Mario,70
195,1uNFoZAHBGtllmzznpCI3s,78890497,"['canadian pop', 'pop']",Justin Bieber,92
196,5SAO9wDxBqS41kGI4Lla17,118,[],Music In the Background,6
197,13UhfW7GPizrArBwq7ugps,109003,"['christian alternative rock', 'christian music']",Rich Mullins,43
198,6TsHQClbheVZTyc97g5Nc4,3365,[],No More Heroes,47
199,3xvaSlT4xsyk6lY1ESOspO,636427,['movie tunes'],Disney,85
200,34A8vV1MCxGpA14KspqQuC,274131,"['gen z singer-songwriter', 'indie pop']",Sarah Kinsley,54
201,2AOt5htsbtyaHd5Eq3kl3j,1705500,"['contemporary r&b', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",Maxwell,60
202,5vngPClqofybhPERIqQMYd,4600349,"['contemporary country', 'country', 'country road']",George Strait,75
203,1uNFoZAHBGtllmzznpCI3s,78890497,"['canadian pop', 'pop']",Justin Bieber,92
204,3aQeKQSyrW4qWr35idm0cy,5115551,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",T-Pain,80
205,61GsjGqw1jFuO63RjJ8JZS,4182,[],Rogerio Tutti,58
206,7u6LfVyYpEzMpHLL7jTyvU,301236,['neo soul'],Dwele,69
207,40ZNYROS4zLfyyBSs2PGe2,5556240,['classic oklahoma country'],Zach Bryan,90
208,1uNFoZAHBGtllmzznpCI3s,78890497,"['canadian pop', 'pop']",Justin Bieber,92
209,3P33qFNGBVXl86yQYWspFj,1380051,"['contemporary country', 'country', 'country dawn', 'country road']",Martina McBride,58
210,5Y5TRrQiqgUO4S36tzjIRZ,3026390,"['dance pop', 'pop', 'pop rap']",Timbaland,80
211,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",Lil Wayne,88
212,4oUHIQIBe0LHzYfvXNW4QM,11177271,['contemporary country'],Morgan Wallen,90
213,6aZyMrc4doVtZyKNilOmwu,2524931,"['dance pop', 'neo mellow', 'pop']",Colbie Caillat,68
214,23zg3TcAtWQy7J6upgbUnj,12429980,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",USHER,83
215,4OBJLual30L7gRl5UkeRcT,4892446,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",T.I.,76
216,4wHL1OX8yZPTXoRrIycyYQ,25398,['sad sierreno'],Alejandroo,36
217,0du5cEVh5yTK9QJze8zA0C,62633601,"['dance pop', 'pop']",Bruno Mars,96
218,7IfculRW2WXyzNQ8djX8WX,3013218,"['afrofuturism', 'alternative r&b', 'neo soul', 'r&b']",Erykah Badu,70
219,6IKlXZEFOvk9itrP1s0knJ,564937,['modern country pop'],The Red Clay Strays,73
220,3GBPw9NK25X1Wt2OUvOwY3,3910625,['neo mellow'],Jack Johnson,77
221,7LnaAXbDVIL75IVPnndf7w,1263530,"['contemporary r&b', 'hip pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",Jamie Foxx,71
222,5ndkK3dpZLKtBklKjxNQwT,2122302,"['atl hip hop', 'dance pop', 'pop rap', 'rap', 'southern hip hop']",B.o.B,75
223,6deZN1bslXzeGvOLaLMOIF,7186947,"['alternative metal', 'canadian rock', 'post-grunge']",Nickelback,80
224,5zmTJA6eWcsmxevyQoK9iB,14133,['country pop'],Josh Mirenda,42
